Identifier (RIC),Company Name,Exchange Name,Market Cap,IPO Date,Ticker Symbol,Trading Symbol,"Price Close
(USD)"
EXG.N,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,New York Stock Exchange,"3,044,063,458.70",23/02/2007,EXG,EXG,9.95
EBAY.OQ,eBay Inc.,Nasdaq Stock Exchange Global Select Market,"46,369,000,000.00",23/09/1998,EBAY,EBAY,104.20
ECHO.OQ,EchoStar Corporation,Nasdaq Stock Exchange Global Select Market,"24,868,909,511.88",31/12/2007,ECHO,ECHO,85.61
ECL.N,Ecolab Inc.,New York Stock Exchange,"81,463,492,031.80",01/01/1957,ECL,ECL,290.60
EPC.N,Edgewell Personal Care Company,New York Stock Exchange,"1,320,447,414.75",27/03/2000,EPC,EPC,28.65
EIX.N,Edison International,New York Stock Exchange,"28,672,489,575.29",27/05/1926,EIX,EIX,74.51
EW.N,Edwards Lifesciences Corporation,New York Stock Exchange,"52,325,592,000.00",27/03/2000,EW,EW,90.78
EHTH.OQ,eHealth Inc,Nasdaq Stock Exchange Global Select Market,"38,118,858.26",13/10/2006,EHTH,EHTH,1.19
CTA_pa.N,EIDP Inc,New York Stock Exchange,"36,918,000.00",21/03/1980,CTA PR A,CTA PRA,52.74
EP_pc.N,El Paso Energy Capital Trust I,New York Stock Exchange,"222,345,799.20",12/03/1998,EP PR C,EP PRC,50.40
LOCO.OQ,El Pollo Loco Holdings Inc,Nasdaq Stock Exchange Global Select Market,"475,362,475.94",25/07/2014,LOCO,LOCO,15.62
ESI.N,Element Solutions Inc,New York Stock Exchange,"8,777,746,722.28",21/05/2013,ESI,ESI,36.02
ELV.N,Elevance Health Inc,New York Stock Exchange,"87,298,563,996.60",30/10/2001,ELV,ELV,402.54
LLY.N,Eli Lilly and Company,New York Stock Exchange,"1,119,659,506,681.65",09/07/1970,LLY,LLY,"1,176.10"
EARN.N,Ellington Credit Co,New York Stock Exchange,"169,861,759.90",05/01/2013,EARN,EARN,4.45
EFC.N,Ellington Financial Inc.,New York Stock Exchange,"1,734,824,215.56",08/10/2010,EFC,EFC,13.46
ELME.N,Elme Communities,New York Stock Exchange,"148,392,664.61",17/03/1980,ELME,ELME,1.67
EME.N,EMCOR Group Inc,New York Stock Exchange,"33,681,879,304.59",16/11/2000,EME,EME,763.59
EBS.N,Emergent BioSolutions Inc.,New York Stock Exchange,"306,101,815.92",15/11/2006,EBS,EBS,5.97
EMR.N,Emerson Electric Co,New York Stock Exchange,"88,294,162,000.00",05/09/1944,EMR,EMR,158.29
ESRT.N,"Empire State Realty Trust, Inc.",New York Stock Exchange,"817,186,103.28",02/10/2013,ESRT,ESRT,4.72
EIG.N,"Employers Holdings, Inc.",New York Stock Exchange,"882,758,869.90",31/01/2007,EIG,EIG,49.15
ENTA.OQ,Enanta Pharmaceuticals Inc,Nasdaq Stock Exchange Global Select Market,"412,124,438.30",21/03/2013,ENTA,ENTA,14.15
EHC.N,Encompass Health Corp,New York Stock Exchange,"11,915,355,719.52",24/09/1986,EHC,EHC,120.78
ECPG.OQ,"Encore Capital Group, Inc.",Nasdaq Stock Exchange Global Select Market,"2,124,118,004.90",09/07/1999,ECPG,ECPG,100.15
ENR.N,Energizer Holdings Inc,New York Stock Exchange,"1,504,585,504.89",12/06/2015,ENR,ENR,21.97
ERII.OQ,"Energy Recovery, Inc.",Nasdaq Stock Exchange Global Select Market,"405,296,307.50",02/07/2008,ERII,ERII,7.94
ET.N,Energy Transfer LP,New York Stock Exchange,"73,789,910,449.43",03/02/2006,ET,ET,21.43
EPAC.N,Enerpac Tool Group Corp.,New York Stock Exchange,"1,928,400,630.66",06/08/1987,EPAC,EPAC,37.71
ENS.N,EnerSys,New York Stock Exchange,"6,958,784,970.80",30/07/2004,ENS,ENS,192.95
EBF.N,Ennis Inc,New York Stock Exchange,"543,406,882.56",17/03/1980,EBF,EBF,21.48
ENVA.N,"Enova International, Inc.",New York Stock Exchange,"5,891,452,546.02",30/10/2014,ENVA,ENVA,236.62
ENOV.N,Enovis Corporation,New York Stock Exchange,"1,456,154,723.50",08/05/2008,ENOV,ENOV,25.25
NPO.N,Enpro Inc.,New York Stock Exchange,"6,535,098,155.13",24/05/2002,NPO,NPO,308.63
ENTG.OQ,Entegris Inc,Nasdaq Stock Exchange Global Select Market,"21,767,888,000.00",11/07/2000,ENTG,ENTG,142.46
ETR.N,Entergy Corp,New York Stock Exchange,"50,036,895,530.54",31/05/1949,ETR,ETR,107.23
ELC.N,Entergy Louisiana LLC,New York Stock Exchange,,06/07/2012,ELC,ELC,19.80
EFSC.OQ,Enterprise Financial Services Corp,Nasdaq Stock Exchange Global Select Market,"2,292,796,142.00",18/06/2001,EFSC,EFSC,63.35
EPD.N,Enterprise Products Partners L.P,New York Stock Exchange,"84,521,936,394.66",28/07/1998,EPD,EPD,39.14
EVC.N,Entravision Communications Corp,New York Stock Exchange,"737,383,556.95",02/08/2000,EVC,EVC,7.99
EOG.N,"EOG Resources, Inc.",New York Stock Exchange,"75,972,805,851.84",04/10/1989,EOG,EOG,144.84
EPAM.N,"EPAM Systems, Inc.",New York Stock Exchange,"5,641,552,242.16",08/02/2012,EPAM,EPAM,109.36
PLUS.OQ,ePlus inc.,Nasdaq Stock Exchange Global Select Market,"2,247,950,414.88",15/11/1996,PLUS,PLUS,86.16
EPR.N,Epr Properties,New York Stock Exchange,"4,596,535,320.00",18/11/1997,EPR,EPR,60.00
EQT.N,EQT Corporation,New York Stock Exchange,"34,272,021,640.00",05/06/1950,EQT,EQT,54.79
EFX.N,Equifax Inc.,New York Stock Exchange,"22,387,921,781.76",11/05/1971,EFX,EFX,190.56
EQIX.OQ,"Equinix, Inc.",Nasdaq Stock Exchange Global Select Market,"106,526,938,922.46",11/08/2000,EQIX,EQIX,"1,079.61"
EQBK.N,Equity Bancshares Inc,New York Stock Exchange,"1,019,946,029.70",11/11/2015,EQBK,EQBK,49.53
ELS.N,Equity LifeStyle Properties Inc,New York Stock Exchange,"12,546,277,618.35",25/02/1993,ELS,ELS,64.65
EQS.N,EQUUS Total Return Inc,New York Stock Exchange,"14,385,696.88",11/09/1992,EQS,EQS,1.03
ERIE.OQ,Erie Indemnity Co,Nasdaq Stock Exchange Global Select Market,"13,452,614,340.36",02/10/1995,ERIE,ERIE,257.27
ESE.N,ESCO Technologies Inc.,New York Stock Exchange,"7,337,800,201.41",01/10/1990,ESE,ESE,283.23
ESNT.N,Essent Group Ltd.,New York Stock Exchange,"6,254,505,147.87",31/10/2013,ESNT,ESNT,69.59
WTRG.N,Essential Utilities Inc,New York Stock Exchange,"11,566,815,939.80",22/05/1981,WTRG,WTRG,40.55
ESS.N,"Essex Property Trust, Inc.",New York Stock Exchange,"18,520,236,066.63",07/06/1994,ESS,ESS,288.17
EL.N,Estee Lauder Companies Inc,New York Stock Exchange,"38,010,557,449.02",17/11/1995,EL,EL,105.06
ETD.N,Ethan Allen Interiors Inc.,New York Stock Exchange,"600,533,600.40",16/03/1993,ETD,ETD,23.60
ETSY.N,"Etsy, Inc.",New York Stock Exchange,"7,502,240,081.52",16/04/2015,ETSY,ETSY,81.74
EEFT.OQ,Euronet Worldwide Inc,Nasdaq Stock Exchange Global Select Market,"2,638,823,627.25",07/03/1997,EEFT,EEFT,70.55
EEA.N,European Equity Fund Inc,New York Stock Exchange,"76,667,084.60",18/07/1986,EEA,EEA,11.24
EVR.N,Evercore Inc.,New York Stock Exchange,"11,961,155,842.38",11/08/2006,EVR,EVR,291.42
EG.N,"Everest Group, Ltd.",New York Stock Exchange,"14,561,803,518.52",03/10/1995,EG,EG,379.78
EFOR.N,"Everforth, Inc.",New York Stock Exchange,"1,289,450,000.00",16/09/1982,EFOR,EFOR,31.45
EVRG.OQ,"Evergy, Inc.",Nasdaq Stock Exchange Global Select Market,"18,959,538,553.56",17/03/1980,EVRG,EVRG,82.23
P.N,Everpure Inc,New York Stock Exchange,"36,198,897,094.80",07/10/2015,P,P,99.24
ES.N,Eversource Energy,New York Stock Exchange,"26,996,279,619.18",20/02/1967,ES,ES,71.67
EVTC.N,Evertec Inc,New York Stock Exchange,"1,778,235,649.92",04/12/2013,EVTC,EVTC,29.76
EVH.N,"Evolent Health, Inc.",New York Stock Exchange,"556,251,928.20",05/06/2015,EVH,EVH,4.92
EXEL.OQ,Exelixis Inc,Nasdaq Stock Exchange Global Select Market,"13,900,552,921.20",11/04/2000,EXEL,EXEL,56.10
EXC.OQ,Exelon Corp,Nasdaq Stock Exchange Global Select Market,"45,873,366,293.48",06/07/1943,EXC,EXC,44.44
EXLS.OQ,"ExlService Holdings, Inc.",Nasdaq Stock Exchange Global Select Market,"5,685,468,712.50",20/10/2006,EXLS,EXLS,37.50
EXPE.OQ,"Expedia Group, Inc.",Nasdaq Stock Exchange Global Select Market,"40,019,249,729.92",20/07/2005,EXPE,EXPE,333.44
EXPD.N,Expeditors International of Washington Inc,New York Stock Exchange,"24,721,616,491.96",06/06/2005,EXPD,EXPD,190.18
EXPO.OQ,"Exponent, Inc.",Nasdaq Stock Exchange Global Select Market,"3,344,391,548.56",17/08/1990,EXPO,EXPO,70.34
XPRO.N,Expro Ltd,New York Stock Exchange,"1,971,727,564.95",09/08/2013,XPRO,XPRO,18.07
EXR.N,Extra Space Storage Inc.,New York Stock Exchange,"30,441,830,612.22",12/08/2004,EXR,EXR,144.09
EXTR.OQ,"Extreme Networks, Inc.",Nasdaq Stock Exchange Global Select Market,"2,980,406,514.52",09/04/1999,EXTR,EXTR,22.84
EZPW.OQ,EZCORP Inc,Nasdaq Stock Exchange Global Select Market,"2,082,930,480.30",27/08/1991,EZPW,EZPW,33.90
FFIV.OQ,F5 Inc,Nasdaq Stock Exchange Global Select Market,"22,627,655,655.38",04/06/1999,FFIV,FFIV,399.59
FN.N,Fabrinet,New York Stock Exchange,"15,688,503,459.20",25/06/2010,FN,FN,437.80
FDS.N,FactSet Research Systems Inc.,New York Stock Exchange,"10,507,839,679.35",28/06/1996,FDS,FDS,295.45
FICO.N,Fair Isaac Corporation,New York Stock Exchange,"24,485,238,799.50",22/07/1987,FICO,FICO,"1,133.70"
FPI.N,Farmland Partners Inc,New York Stock Exchange,"452,014,279.92",11/04/2014,FPI,FPI,10.36
FAST.OQ,Fastenal Company,Nasdaq Stock Exchange Global Select Market,"58,694,500,858.95",01/08/1987,FAST,FAST,51.15
AGM.N,Federal Agricultural Mortgage Corporation,New York Stock Exchange,"2,271,631,599.12",09/12/1988,AGM,AGM,218.14
FRT.N,Federal Realty Investment Trust,New York Stock Exchange,"10,216,424,258.14",17/12/1984,FRT,FRT,117.58
FSS.N,Federal Signal Corp,New York Stock Exchange,"7,413,604,171.68",17/03/1980,FSS,FSS,121.53
FHI.N,Federated Hermes Inc,New York Stock Exchange,"4,859,637,690.29",13/05/1998,FHI,FHI,65.09
FMN.N,Federated Hermes Premier Municipal Income Fund,New York Stock Exchange,"86,318,459.04",20/12/2002,FMN,FMN,11.04
FDX.N,FedEx Corp,New York Stock Exchange,"79,518,899,455.65",28/12/1978,FDX,FDX,335.99
FERG.N,Ferguson Enterprises Inc,New York Stock Exchange,"45,602,608,978.41",20/07/2001,FERG,FERG,235.73
FNF.N,Fidelity National Financial Inc,New York Stock Exchange,"12,733,795,425.96",27/02/1987,FNF,FNF,47.48
FIS.N,Fidelity National Information Services Inc,New York Stock Exchange,"20,958,288,466.88",20/06/2001,FIS,FIS,40.64
FDUS.OQ,Fidus Investment Corp,Nasdaq Stock Exchange Global Select Market,"747,700,970.80",21/06/2011,FDUS,FDUS,19.70
FITB.N,Fifth Third Bancorp,New York Stock Exchange,"49,969,780,276.40",17/03/1980,FITB,FITB,55.10
FISI.OQ,Financial Institutions Inc,Nasdaq Stock Exchange Global Select Market,"804,019,488.00",25/06/1999,FISI,FISI,40.80
FAF.N,First American Financial Corp,New York Stock Exchange,"7,517,623,000.00",22/05/2010,FAF,FAF,73.63
FBP.N,First BanCorp,New York Stock Exchange,"4,293,031,696.16",13/01/1987,FBP,FBP,28.12
FBNC.OQ,First Bancorp (North Carolina),Nasdaq Stock Exchange Global Select Market,"2,642,571,495.27",30/04/1987,FBNC,FBNC,63.87
FNLC.OQ,First Bancorp Inc,Nasdaq Stock Exchange Global Select Market,"388,789,436.40",14/07/1999,FNLC,FNLC,34.46
BUSE.OQ,First Busey Corporation,Nasdaq Stock Exchange Global Select Market,"2,488,043,684.28",27/10/1993,BUSE,BUSE,30.13
FBIZ.OQ,First Business Financial Services Inc,Nasdaq Stock Exchange Global Select Market,"584,945,568.00",07/10/2005,FBIZ,FBIZ,69.90
FCNCA.OQ,"First Citizens BancShares, Inc. (Delaware)",Nasdaq Stock Exchange Global Select Market,"24,193,353,065.70",22/10/1986,FCNCA,FCNCA,"2,177.22"
FCF.N,First Commonwealth Financial Corp,New York Stock Exchange,"2,103,984,358.50",10/06/1992,FCF,FCF,20.82
FCBC.OQ,First Community Bankshares Inc,Nasdaq Stock Exchange Global Select Market,"926,984,327.58",10/03/1994,FCBC,FCBC,49.02
FFBC.OQ,First Financial Bancorp.,Nasdaq Stock Exchange Global Select Market,"3,439,832,163.80",21/12/1983,FFBC,FFBC,32.77
FFIN.OQ,First Financial Bankshares Inc,Nasdaq Stock Exchange Global Select Market,"4,825,837,160.69",01/11/1993,FFIN,FFIN,33.67
THFF.OQ,First Financial Corp,Nasdaq Stock Exchange Global Select Market,"940,292,216.72",03/03/1992,THFF,THFF,79.07
FHN.N,First Horizon Corporation,New York Stock Exchange,"11,640,704,772.06",28/07/1999,FHN,FHN,24.57
FR.N,"First Industrial Realty Trust, Inc.",New York Stock Exchange,"8,333,535,385.56",24/06/1994,FR,FR,62.86
INBK.OQ,First Internet Bancorp,Nasdaq Stock Exchange Global Select Market,"239,387,263.34",22/02/2013,INBK,INBK,27.41
FIBK.OQ,"First Interstate BancSystem, Inc.",Nasdaq Stock Exchange Global Select Market,"3,545,331,380.40",24/03/2010,FIBK,FIBK,37.20
FRME.OQ,First Merchants Corporation,Nasdaq Stock Exchange Global Select Market,"2,617,563,310.64",20/06/1989,FRME,FRME,41.68
FSLR.OQ,"First Solar, Inc.",Nasdaq Stock Exchange Global Select Market,"22,131,253,442.84",17/11/2006,FSLR,FSLR,205.93
FFA.N,First Trust Enhanced Equity Income Fund,New York Stock Exchange,"461,524,882.65",27/08/2004,FFA,FFA,23.09
FPF.N,First Trust Intermediate Duration Preferred & Income Fund,New York Stock Exchange,"1,081,265,885.79",23/05/2013,FPF,FPF,17.77
FMY.N,First Trust Mortgage Income Fund,New York Stock Exchange,"49,167,052.05",26/05/2005,FMY,FMY,11.67
FUNC.OQ,First United Corp,Nasdaq Stock Exchange Global Select Market,"275,869,219.82",02/09/1992,FUNC,FUNC,42.75
FCFS.OQ,Firstcash Holdings Inc (Texas),Nasdaq Stock Exchange Global Select Market,"9,533,989,076.00",10/06/1991,FCFS,FCFS,219.82
FE.N,FirstEnergy Corp,New York Stock Exchange,"27,039,844,022.36",13/09/1946,FE,FE,46.73
FISV.OQ,Fiserv Inc,Nasdaq Stock Exchange Global Select Market,"27,891,164,516.45",25/09/1986,FISV,FISV,52.45
FIVE.OQ,"Five Below, Inc.",Nasdaq Stock Exchange Global Select Market,"14,230,258,579.85",19/07/2012,FIVE,FIVE,257.35
FLG.N,Flagstar Bank NA,New York Stock Exchange,"5,649,413,497.96",23/11/1993,FLG,FLG,13.61
DFP.N,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc,New York Stock Exchange,"423,496,384.94",24/05/2013,DFP,DFP,20.62
PFD.N,Flaherty & Crumrine Preferred and Income Fund Inc,New York Stock Exchange,"144,976,831.68",25/01/1991,PFD,PFD,11.28
PFO.N,Flaherty & Crumrine Preferred and Income Opportunity Fund Inc,New York Stock Exchange,"118,349,800.30",06/02/1992,PFO,PFO,9.05
FFC.N,Flaherty & Crumrine Preferred and Income Securities Fund Inc,New York Stock Exchange,"771,809,893.92",29/01/2003,FFC,FFC,16.02
FLC.N,Flaherty & Crumrine Total Return Fund Inc,New York Stock Exchange,"174,001,501.44",27/08/2003,FLC,FLC,16.64
FLNG.N,FLEX LNG Ltd.,New York Stock Exchange,"1,645,490,077.92",30/10/2009,FLNG,FLNG,30.42
FLEX.OQ,Flex Ltd,Nasdaq Stock Exchange Global Select Market,"41,306,640,999.96",22/03/1994,FLEX,FLEX,111.82
FLXS.OQ,Flexsteel Industries Inc,Nasdaq Stock Exchange Global Select Market,"334,581,661.57",17/03/1980,FLXS,FLXS,81.77
FTK.N,Flotek Industries Inc,New York Stock Exchange,"855,164,328.69",10/09/1996,FTK,FTK,23.61
FLO.N,Flowers Foods Inc,New York Stock Exchange,"1,520,451,687.06",17/03/1980,FLO,FLO,7.17
FLS.N,Flowserve Corporation,New York Stock Exchange,"10,524,938,184.00",23/07/1997,FLS,FLS,82.80
FLR.N,Fluor Corp,New York Stock Exchange,"6,958,547,716.01",17/03/1980,FLR,FLR,52.03
FLUT.N,Flutter Entertainment PLC,New York Stock Exchange,"17,017,244,342.12",30/11/2000,FLUT,FLUT,98.06
FMC.N,FMC Corp,New York Stock Exchange,"1,387,513,376.12",10/09/1948,FMC,FMC,11.08
FNB.N,FNB Corp,New York Stock Exchange,"6,516,397,943.12",02/09/1986,FNB,FNB,18.46
F.N,Ford Motor Co,New York Stock Exchange,"55,427,579,771.30",07/03/1956,F,F,13.90
FOR.N,Forestar Group Inc,New York Stock Exchange,"1,478,490,830.46",12/12/2007,FOR,FOR,28.98
FORM.OQ,FormFactor Inc,Nasdaq Stock Exchange Global Select Market,"8,444,850,372.50",12/06/2003,FORM,FORM,108.10
FORR.OQ,Forrester Research Inc,Nasdaq Stock Exchange Global Select Market,"222,756,300.00",27/11/1996,FORR,FORR,11.70
FTNT.OQ,"Fortinet, Inc.",Nasdaq Stock Exchange Global Select Market,"115,589,248,893.62",18/11/2009,FTNT,FTNT,157.54
FBIN.N,"Fortune Brands Innovations, Inc.",New York Stock Exchange,"5,528,093,099.87",16/09/2011,FBIN,FBIN,46.31
FET.N,Forum Energy Technologies Inc,New York Stock Exchange,"850,219,902.00",12/04/2012,FET,FET,75.60
FOSL.OQ,Fossil Group Inc,Nasdaq Stock Exchange Global Select Market,"320,528,241.84",01/04/1993,FOSL,FOSL,5.42
FCPT.N,Four Corners Property Trust Inc,New York Stock Exchange,"2,776,837,071.80",29/10/2015,FCPT,FCPT,25.30
FOXF.OQ,Fox Factory Holding Corp.,Nasdaq Stock Exchange Global Select Market,"885,172,881.06",08/08/2013,FOXF,FOXF,21.06
FC.N,Franklin Covey Co.,New York Stock Exchange,"226,668,031.11",03/06/1992,FC,FC,20.07
FELE.OQ,"FRANKLIN ELECTRIC CO., INC.",Nasdaq Stock Exchange Global Select Market,"4,533,443,518.56",17/03/1980,FELE,FELE,102.54
PMM.N,Franklin Managed Municipal Income Trust,New York Stock Exchange,"267,280,397.28",17/02/1989,PMM,PMM,6.25
PIM.N,Franklin Master Intermediate Income Trust,New York Stock Exchange,"152,262,517.56",29/04/1988,PIM,PIM,3.17
PMO.N,Franklin Municipal Opportunities Trust,New York Stock Exchange,"281,940,463.98",24/05/1993,PMO,PMO,10.22
BEN.N,"Franklin Templeton, Inc.",New York Stock Exchange,"17,787,772,619.10",05/12/1986,BEN,BEN,35.01
FT.N,Franklin Universal Trust,New York Stock Exchange,"194,772,178.50",23/09/1988,FT,FT,7.75
FCX.N,Freeport-McMoRan Inc,New York Stock Exchange,"113,445,384,317.00",05/05/1988,FCX,FCX,79.00
RAIL.OQ,FreightCar America Inc,Nasdaq Stock Exchange Global Select Market,"238,392,605.60",06/04/2005,RAIL,RAIL,7.27
FRD.OQ,Friedman Industries Inc,Nasdaq Stock Exchange Global Select Market,"304,596,163.93",15/03/1972,FRD,FRD,42.23
FRO.N,Frontline PLC,New York Stock Exchange,"9,172,063,026.80",07/07/1997,FRO,FRO,41.20
FRPH.OQ,FRP Holdings Inc,Nasdaq Stock Exchange Global Select Market,"422,554,605.01",02/07/1986,FRPH,FRPH,22.01
FSK.N,FS KKR Capital Corp.,New York Stock Exchange,"3,360,297,804.80",16/04/2014,FSK,FSK,12.16
FSSL.N,FS Specialty Lending Fund,New York Stock Exchange,"879,127,324.98",15/05/2015,FSSL,FSSL,11.58
FTAI.OQ,FTAI Aviation Ltd.,Nasdaq Stock Exchange Global Select Market,"20,671,856,205.57",14/05/2015,FTAI,FTAI,201.27
FCN.N,FTI Consulting Inc,New York Stock Exchange,"4,194,750,474.00",09/05/1996,FCN,FCN,151.92
FUBO.N,FuboTV Inc.,New York Stock Exchange,"1,124,726,988.50",09/01/2013,FUBO,FUBO,10.30
FULT.OQ,Fulton Financial Corporation,Nasdaq Stock Exchange Global Select Market,"4,543,766,599.40",03/09/1985,FULT,FULT,23.80
FF.N,FutureFuel Corp,New York Stock Exchange,"232,914,218.58",12/07/2006,FF,FF,5.31
GIII.OQ,G-III Apparel Group Ltd,Nasdaq Stock Exchange Global Select Market,"1,414,649,912.69",14/12/1989,GIII,GIII,33.53
GCV.N,Gabelli Convertible and Income Securities Fund Inc,New York Stock Exchange,"92,275,485.88",31/03/1995,GCV,GCV,4.58
GDV.N,Gabelli Dividend & Income Trust,New York Stock Exchange,"2,686,462,749.96",25/11/2003,GDV,GDV,30.47
GAB.N,Gabelli Equity Trust Inc,New York Stock Exchange,"1,770,709,234.38",14/08/1986,GAB,GAB,5.69
GGZ.N,Gabelli Global Small and Mid Cap Value Trust,New York Stock Exchange,"126,676,986.42",12/06/2014,GGZ,GGZ,16.58
GRX.N,Gabelli Healthcare & WellnessRx Trust,New York Stock Exchange,"149,194,200.30",19/06/2007,GRX,GRX,10.10
GGT.N,Gabelli Multimedia Trust Inc,New York Stock Exchange,"172,673,784.29",11/10/1994,GGT,GGT,4.13
GUT.N,Gabelli Utility Trust,New York Stock Exchange,"572,541,482.34",29/06/1999,GUT,GUT,6.39
GLXY.OQ,Galaxy Digital Inc,Nasdaq Stock Exchange Global Select Market,"9,631,507,177.60",16/02/2006,GLXY,GLXY,24.64
GNT.N,Gamco Natural Resources Gold & Income Trust,New York Stock Exchange,"154,721,645.26",27/01/2011,GNT,GNT,9.26
GME.N,GameStop Corp.,New York Stock Exchange,"8,062,981,888.29",12/02/2002,GME,GME,17.97
GLPI.OQ,"Gaming and Leisure Properties, Inc.",Nasdaq Stock Exchange Global Select Market,"12,384,466,230.51",14/10/2013,GLPI,GLPI,42.57
GRMN.N,Garmin Ltd.,New York Stock Exchange,"55,738,239,954.72",08/12/2000,GRMN,GRMN,289.02
IT.N,"Gartner, Inc.",New York Stock Exchange,"12,185,226,408.96",05/10/1993,IT,IT,196.60
GLOP_pa.N,GasLog Partners LP,New York Stock Exchange,"130,048,465.80",07/05/2014,GLOP PR A,GLOP PRA,25.58
GATX.N,GATX Corporation,New York Stock Exchange,"6,300,697,000.00",22/05/1981,GATX,GATX,178.49
GDL.N,GDL Fund,New York Stock Exchange,"91,816,527.19",26/01/2007,GDL,GDL,8.40
GEN.OQ,Gen Digital Inc.,Nasdaq Stock Exchange Global Select Market,"17,742,119,628.48",23/06/1989,GEN,GEN,29.64
GNK.N,Genco Shipping & Trading Limited,New York Stock Exchange,"1,125,842,007.15",22/07/2005,GNK,GNK,25.83
GNRC.N,Generac Holdings Inc.,New York Stock Exchange,"12,191,894,309.82",11/02/2010,GNRC,GNRC,206.62
GAM.N,"General American Investors Company, Inc.",New York Stock Exchange,"1,798,712,633.29",17/03/1980,GAM,GAM,67.58
GD.N,General Dynamics Corp,New York Stock Exchange,"103,358,259,633.90",25/04/1952,GD,GD,382.02
GE.N,General Electric Company,New York Stock Exchange,"367,701,778,982.07",23/06/1892,GE,GE,354.39
GIS.N,General Mills Inc,New York Stock Exchange,"21,427,949,237.76",30/11/1928,GIS,GIS,40.08
GM.N,General Motors Co,New York Stock Exchange,"75,750,391,534.53",20/08/2010,GM,GM,86.33
GCO.N,Genesco Inc,New York Stock Exchange,"383,745,917.15",22/05/1981,GCO,GCO,34.55
GEL.N,Genesis Energy LP,New York Stock Exchange,"2,008,545,837.24",27/11/1996,GEL,GEL,16.44
GNE.N,Genie Energy Ltd,New York Stock Exchange,"395,057,541.23",26/10/2011,GNE,GNE,15.01
G.N,Genpact Limited,New York Stock Exchange,"6,197,108,930.16",02/08/2007,G,G,36.88
GNTX.OQ,Gentex Corporation,Nasdaq Stock Exchange Global Select Market,"5,029,011,110.97",08/12/1981,GNTX,GNTX,23.87
THRM.OQ,Gentherm Incorporated,Nasdaq Stock Exchange Global Select Market,"1,234,786,393.23",10/06/1993,THRM,THRM,40.17
GPC.N,Genuine Parts Co,New York Stock Exchange,"19,230,057,643.42",20/08/1986,GPC,GPC,139.49
GNW.N,Genworth Financial Inc,New York Stock Exchange,"3,744,503,776.67",25/05/2004,GNW,GNW,9.91
GPRK.N,GeoPark Ltd,New York Stock Exchange,"630,137,761.63",16/05/2006,GPRK,GPRK,9.71
GEOS.OQ,Geospace Technologies Corp,Nasdaq Stock Exchange Global Select Market,"67,135,779.57",21/11/1997,GEOS,GEOS,5.19
GABC.OQ,German American Bancorp Inc,Nasdaq Stock Exchange Global Select Market,"1,863,533,088.72",18/05/1993,GABC,GABC,49.59
GERN.OQ,Geron Corporation,Nasdaq Stock Exchange Global Select Market,"982,984,315.77",31/07/1996,GERN,GERN,1.53
GTY.N,Getty Realty Corp.,New York Stock Exchange,"2,059,262,241.75",17/03/1980,GTY,GTY,33.25
ROCK.OQ,"Gibraltar Industries, Inc.",Nasdaq Stock Exchange Global Select Market,"1,375,254,577.37",05/11/1993,ROCK,ROCK,46.33
