fecha,Mkt_RF,SMB,HML,RMW,CMA,RF
01/07/2002,-8.19,-6.33,-3.51,3.84,-1.1,0.15
01/08/2002,0.5,-1.28,3.01,1.37,-1.4,0.14
01/09/2002,-10.34,3.05,1.26,3.29,-2.29,0.14
01/10/2002,7.84,-4.29,-3.76,-3.16,0.73,0.14
01/11/2002,5.96,2.94,-1.16,-9.25,5.16,0.12
01/12/2002,-5.76,0.55,2.11,6.32,-1.79,0.11
01/01/2003,-2.57,0.71,-0.79,-0.93,0.69,0.1
01/02/2003,-1.88,-0.87,-1.36,0.79,-0.68,0.09
01/03/2003,1.09,0.77,-2.11,1.68,-0.81,0.1
01/04/2003,8.18,1.14,1.22,-4.68,0.98,0.1
01/05/2003,6.05,4.78,0.7,-6.94,3.07,0.09
01/06/2003,1.42,1.65,0.14,0.44,-0.4,0.1
01/07/2003,2.33,4.4,-1.53,-3.89,1.52,0.07
01/08/2003,2.33,2.37,1.64,-2.29,2.15,0.07
01/09/2003,-1.24,0.57,0.14,0.9,0.41,0.08
01/10/2003,6.08,2.63,2.21,-1.38,1.65,0.07
01/11/2003,1.35,2.31,1.72,0.21,1.68,0.07
01/12/2003,4.29,-2.51,1.51,0.57,0.85,0.08
01/01/2004,2.15,2.46,2.42,-3.6,3.33,0.07
01/02/2004,1.4,-0.92,0.95,2.13,-1.17,0.06
01/03/2004,-1.32,2.11,0.23,1.65,-0.98,0.09
01/04/2004,-1.82,-2.06,-3.23,3.46,-2.83,0.08
01/05/2004,1.18,-0.4,-0.18,-1.17,0.01,0.06
01/06/2004,1.86,2.52,1.21,1.12,-0.31,0.08
01/07/2004,-4.04,-2.92,3.22,5.21,-1.68,0.1
01/08/2004,0.08,-1.18,1.09,1.21,-1.35,0.11
01/09/2004,1.6,3.22,-0.07,-1.49,-1.72,0.11
01/10/2004,1.42,0.16,-0.25,-0.53,0.41,0.11
01/11/2004,4.53,4.12,1.57,-0.52,-0.18,0.15
01/12/2004,3.41,-0.04,-0.22,-1.07,0.39,0.16
01/01/2005,-2.75,-1.11,2.05,2.8,-1.41,0.16
01/02/2005,1.88,-0.3,1.41,1.32,-0.21,0.16
01/03/2005,-1.93,-1.41,2.07,0.44,1.34,0.21
01/04/2005,-2.6,-3.97,0.05,0.97,-0.85,0.21
01/05/2005,3.65,2.76,-0.59,-1.02,0.28,0.24
01/06/2005,0.58,3.26,2.8,0.87,-0.52,0.23
01/07/2005,3.92,2.76,-0.78,-1.19,-0.78,0.24
01/08/2005,-1.2,-0.94,1.34,-1.96,0.38,0.3
01/09/2005,0.48,-0.31,0.78,0.26,-0.61,0.29
01/10/2005,-2.04,-1.5,0.43,-0.7,-1.26,0.27
01/11/2005,3.61,0.9,-1.19,-0.79,-1.09,0.31
01/12/2005,-0.24,-0.25,0.15,0.18,0.2,0.32
01/01/2006,3.03,5.83,0.99,-0.66,-0.35,0.35
01/02/2006,-0.3,-0.46,-0.31,-0.54,1.98,0.34
01/03/2006,1.47,3.34,0.61,0.03,-0.44,0.37
01/04/2006,0.73,-0.79,2.26,1.74,-0.13,0.36
01/05/2006,-3.56,-2.9,2.38,0.87,1.53,0.43
01/06/2006,-0.34,-0.24,0.85,1.32,-0.13,0.4
01/07/2006,-0.77,-3.6,2.62,1.63,0.84,0.4
01/08/2006,2.03,0.45,-1.95,-1.81,2.14,0.42
01/09/2006,1.84,-1.39,0.06,0.78,0.46,0.41
01/10/2006,3.22,1.98,-0.33,-0.11,0.32,0.41
01/11/2006,1.7,0.63,0.03,0.2,-0.8,0.42
01/12/2006,0.85,-0.81,2.75,-0.65,1.88,0.4
01/01/2007,1.38,0.02,-0.68,0.19,0.4,0.44
01/02/2007,-1.96,1.33,-0.08,-0.52,-0.66,0.38
01/03/2007,0.71,0.14,-0.88,0.55,-0.67,0.43
01/04/2007,3.49,-2.08,-1.45,1.18,1.01,0.44
01/05/2007,3.24,0.33,-0.58,1.47,-1.26,0.41
01/06/2007,-1.96,0.7,-1.05,0.49,0.06,0.4
01/07/2007,-3.72,-3.05,-3.68,0.26,-1.16,0.4
01/08/2007,0.94,-0.33,-1.87,-1.27,-0.57,0.42
01/09/2007,3.22,-2.44,-2.17,-0.49,-2.94,0.32
01/10/2007,1.79,-0.03,-2.87,-0.33,0.06,0.32
01/11/2007,-4.8,-2.91,-1.09,1.75,-0.36,0.34
01/12/2007,-0.87,0.18,-0.51,0.9,-1.07,0.27
01/01/2008,-6.32,-0.63,4,2.12,2.06,0.21
01/02/2008,-3.09,-0.64,-0.72,1.07,-0.97,0.13
01/03/2008,-0.94,0.59,0.31,0.89,0.47,0.17
01/04/2008,4.61,-1.16,-0.96,1.81,-2.56,0.18
01/05/2008,1.87,3.04,-1.5,0.92,0.14,0.18
01/06/2008,-8.43,1.16,-2.51,4.98,-0.69,0.17
01/07/2008,-0.75,3.71,5.2,-1.36,0.99,0.15
01/08/2008,1.53,3.28,1.52,1.83,0.66,0.13
01/09/2008,-9.35,0.38,5.66,2.4,1.7,0.15
01/10/2008,-17.2,-3.06,-1.89,2.73,1.38,0.08
01/11/2008,-7.74,-4,-6.21,4.67,2.39,0.03
01/12/2008,1.77,3.33,0.05,0.03,-1.52,0
01/01/2009,-8.09,-2.09,-11.02,0,-1.16,0
01/02/2009,-10.14,-1.17,-6.6,1.01,-0.62,0.01
01/03/2009,9.01,0.59,3.48,-2.58,-2,0.02
01/04/2009,10.17,7.14,5.38,1.34,0.5,0.01
01/05/2009,5.2,-2.24,0.41,-0.81,-1.99,0
01/06/2009,0.42,2.27,-2.76,-1.41,-0.37,0.01
01/07/2009,7.74,2.31,4.89,-0.26,3.08,0.01
01/08/2009,3.33,-0.1,7.6,-2.85,3.3,0.01
01/09/2009,4.08,2.72,1.15,1.15,0.34,0.01
01/10/2009,-2.55,-4.85,-4.17,4.22,-1.48,0
01/11/2009,5.58,-2.76,-0.33,0.9,0,0
01/12/2009,2.74,6.14,-0.11,0.71,-0.09,0.01
01/01/2010,-3.35,0.4,0.33,-1.08,0.51,0
01/02/2010,3.39,1.49,3.18,-0.29,1.42,0
01/03/2010,6.3,1.83,2.19,-0.61,1.74,0.01
01/04/2010,2,4.96,2.96,0.61,1.75,0.01
01/05/2010,-7.9,0.08,-2.48,1.3,-0.24,0.01
01/06/2010,-5.57,-2.42,-4.73,-0.1,-1.58,0.01
01/07/2010,6.92,0.04,-0.5,0.17,2.02,0.01
01/08/2010,-4.77,-3.06,-1.73,0.6,-1.6,0.01
01/09/2010,9.55,3.65,-3.02,-0.19,0.38,0.01
01/10/2010,3.87,0.73,-2.46,1.28,-0.38,0.01
01/11/2010,0.59,3.54,-0.9,0.32,1.79,0.01
01/12/2010,6.82,0.97,3.56,-3.42,3.17,0.01
01/01/2011,1.98,-2.31,0.61,-0.64,0.81,0.01
01/02/2011,3.48,1.65,1.18,-1.83,0.84,0.01
01/03/2011,0.46,2.56,-1.84,1.73,-0.07,0.01
01/04/2011,2.9,-0.53,-2.44,1.12,-0.86,0
01/05/2011,-1.27,-0.72,-1.85,1.92,-1.43,0
01/06/2011,-1.74,0.06,-0.2,2.27,-1.42,0
01/07/2011,-2.35,-1.11,-0.91,2.68,-1.73,0
01/08/2011,-5.96,-3.09,-2.43,3.41,-0.26,0.01
01/09/2011,-7.57,-3.49,-1.53,1.99,0.15,0
01/10/2011,11.34,3.25,0.06,-2.25,-0.73,0
01/11/2011,-0.27,-0.3,-0.52,1.94,1.44,0
01/12/2011,0.75,-0.29,1.54,1.06,2.47,0
01/01/2012,5.05,2.02,-0.93,-2.06,-1.48,0
01/02/2012,4.4,-1.67,0.42,-0.36,-0.08,0
01/03/2012,3.11,-0.48,1.19,-0.61,0.7,0
01/04/2012,-0.84,-0.5,-0.77,1.3,0.66,0
01/05/2012,-6.17,-0.08,-0.95,2.03,2.36,0.01
01/06/2012,3.9,0.89,0.55,-1.06,0.45,0
01/07/2012,0.79,-2.81,-0.06,1.04,0.01,0
01/08/2012,2.54,0.44,1.23,-1.5,-0.86,0.01
01/09/2012,2.73,0.57,1.62,-1.3,1.56,0.01
01/10/2012,-1.76,-0.83,3.52,-1.4,2.52,0.01
01/11/2012,0.78,0.4,-0.86,0.38,0.81,0.01
01/12/2012,1.18,1.92,3.48,-1.72,0.8,0.01
01/01/2013,5.57,0.42,1.01,-2.01,1.52,0
01/02/2013,1.29,-0.25,0.21,-0.59,0.61,0
01/03/2013,4.03,0.88,-0.22,0.27,1.41,0
01/04/2013,1.56,-2.24,0.44,0.39,0.43,0
01/05/2013,2.81,2.04,2.67,-2,-0.95,0
01/06/2013,-1.2,1.54,-0.05,-0.28,-0.06,0
01/07/2013,5.65,1.75,0.58,-1.35,0.57,0
01/08/2013,-2.71,-0.03,-2.73,0.71,-2.17,0
01/09/2013,3.77,2.65,-1.18,-0.54,-1.32,0
01/10/2013,4.17,-1.5,1.22,2.75,0.89,0
01/11/2013,3.12,1.44,0.19,0.26,0.06,0
01/12/2013,2.8,-0.44,0,-0.58,0.08,0
01/01/2014,-3.3,0.6,-1.99,-3.91,-1.54,0
01/02/2014,4.68,0.13,-0.35,-0.25,-0.54,0
01/03/2014,0.41,-1.13,4.9,2.02,1.92,0
01/04/2014,-0.19,-4.07,1.22,3.4,0.93,0
01/05/2014,2.04,-1.86,-0.1,-0.09,-0.96,0
01/06/2014,2.61,3.06,-0.71,-1.83,-1.91,0
01/07/2014,-2.03,-4.2,-0.08,0.93,0.51,0
01/08/2014,4.24,0.29,-0.57,-0.64,-0.69,0
01/09/2014,-1.96,-3.66,-1.47,1.2,-0.59,0
01/10/2014,2.51,3.66,-1.63,-0.39,0.21,0
01/11/2014,2.56,-2.3,-3.13,1.57,0.14,0
01/12/2014,-0.05,2.83,2.12,-1.21,0.9,0
01/01/2015,-3.09,-0.93,-3.45,1.58,-1.64,0
01/02/2015,6.14,0.36,-1.79,-1.1,-1.75,0
01/03/2015,-1.09,3.08,-0.38,0.07,-0.62,0
01/04/2015,0.6,-3.01,1.8,0.05,-0.62,0
01/05/2015,1.38,0.82,-1.11,-1.76,-0.83,0
01/06/2015,-1.54,2.9,-0.82,0.35,-1.54,0
01/07/2015,1.57,-4.58,-4.16,0.31,-2.44,0
01/08/2015,-6.02,0.29,2.75,0.66,1.29,0
01/09/2015,-3.06,-2.8,0.55,1.8,-0.59,0
01/10/2015,7.75,-2.06,-0.47,0.95,0.61,0
01/11/2015,0.57,3.3,-0.43,-2.65,-1.06,0
01/12/2015,-2.15,-2.95,-2.57,0.34,0.12,0.01
01/01/2016,-5.74,-3.44,2.08,2.78,3.05,0.01
01/02/2016,-0.07,0.87,-0.61,3.31,1.94,0.02
01/03/2016,6.95,1,1.22,0.68,0.01,0.02
01/04/2016,0.91,1.23,3.22,-2.85,1.77,0.01
01/05/2016,1.78,-0.62,-1.62,-1.1,-2.54,0.01
01/06/2016,-0.03,0.42,-1.49,1.45,1.9,0.02
01/07/2016,3.94,2.47,-1.24,1.31,-1.16,0.02
01/08/2016,0.49,1.66,3.17,-1.85,-0.36,0.02
01/09/2016,0.27,1.81,-1.19,-2.18,0.03,0.02
01/10/2016,-2.01,-4.02,4.11,0.99,0.25,0.02
01/11/2016,4.85,6.96,8.29,-0.24,3.71,0.01
01/12/2016,1.81,0.44,3.47,1.24,-0.32,0.03
01/01/2017,1.94,-1.44,-2.76,-0.51,-1.06,0.04
01/02/2017,3.55,-2.3,-1.5,0.45,-1.8,0.04
01/03/2017,0.17,0.75,-3.33,0.63,-0.95,0.03
01/04/2017,1.08,0.41,-2.05,1.79,-1.6,0.05
01/05/2017,1.07,-2.99,-3.82,0.99,-1.66,0.06
01/06/2017,0.78,2.52,1.5,-2.26,0.04,0.06
01/07/2017,1.88,-1.64,-0.23,-0.75,-0.15,0.07
01/08/2017,0.18,-1.83,-2.13,0.2,-2.38,0.09
01/09/2017,2.49,4.76,3.15,-1.54,1.63,0.09
01/10/2017,2.25,-1.91,0.13,0.92,-3.14,0.09
01/11/2017,3.12,-0.38,-0.09,3.19,-0.1,0.08
01/12/2017,1.06,-1.05,0.05,0.73,1.79,0.09
01/01/2018,5.58,-3.21,-1.32,-0.75,-1.05,0.11
01/02/2018,-3.64,0.34,-1.1,0.53,-2.36,0.11
01/03/2018,-2.35,3.61,-0.21,-0.41,0.08,0.12
01/04/2018,0.29,0.89,0.53,-2.42,1.24,0.14
01/05/2018,2.63,4.71,-3.14,-1.98,-1.49,0.14
01/06/2018,0.49,0.77,-2.33,0.83,0.2,0.14
01/07/2018,3.2,-1.93,0.49,1.53,0.31,0.16
01/08/2018,3.46,0.65,-3.91,-0.29,-2.57,0.16
01/09/2018,0.06,-2.49,-1.62,0.65,1.36,0.15
01/10/2018,-7.64,-4.38,3.38,1.03,3.6,0.19
01/11/2018,1.71,-0.81,0.36,-0.61,0.4,0.18
01/12/2018,-9.55,-2.81,-1.92,-0.03,0.24,0.19
01/01/2019,8.36,2.91,-0.39,-0.73,-1.65,0.21
01/02/2019,3.42,1.72,-2.66,0.16,-1.54,0.18
01/03/2019,1.1,-3.52,-4.14,0.88,-0.9,0.19
01/04/2019,3.97,-1.15,2.13,1.61,-2.18,0.21
01/05/2019,-6.92,-1.56,-2.45,-0.48,1.76,0.21
01/06/2019,6.99,0.19,-0.64,0.45,-0.55,0.18
01/07/2019,1.22,-1.82,0.5,-0.13,0.37,0.19
01/08/2019,-2.55,-3.25,-4.77,0.53,-0.62,0.16
01/09/2019,1.42,0.29,6.76,1.82,3.38,0.18
01/10/2019,2.07,0.25,-1.92,0.43,-1.03,0.15
01/11/2019,3.87,0.39,-2,-1.64,-1.14,0.12
01/12/2019,2.76,0.99,1.73,0.05,1.19,0.14
01/01/2020,-0.09,-4.37,-6.22,-1.19,-2.19,0.13
01/02/2020,-8.15,0.08,-3.82,-1.43,-2.53,0.12
01/03/2020,-13.35,-8.18,-13.83,-1.61,1.19,0.12
01/04/2020,13.58,2.57,-1.34,2.76,-1.02,0
01/05/2020,5.59,1.92,-5,0.96,-3.16,0.01
01/06/2020,2.44,1.95,-2.17,0.14,0.55,0.01
01/07/2020,5.83,-3.19,-1.44,0.38,0.97,0.01
01/08/2020,7.62,-0.89,-3.02,4.27,-1.51,0.01
01/09/2020,-3.64,-0.01,-2.72,-1.38,-1.93,0.01
01/10/2020,-2.08,4.67,4.25,-0.77,-0.57,0.01
01/11/2020,12.44,7.12,2.09,-2.25,1.28,0.01
01/12/2020,4.63,4.93,-1.68,-1.97,-0.06,0.01
01/01/2021,-0.07,6.81,3.22,-3.65,4.97,0
01/02/2021,2.81,4.5,7.2,0.33,-1.99,0
01/03/2021,3.16,-0.84,7.35,6.35,3.52,0
01/04/2021,4.97,-3.16,-1.02,2.43,-2.72,0
01/05/2021,0.29,1.27,7.04,2.34,3.01,0
01/06/2021,2.73,-0.3,-7.86,-2.14,-0.93,0
01/07/2021,1.34,-4.55,-1.79,5.5,-0.59,0
01/08/2021,2.95,-0.66,-0.23,-0.26,-1.72,0
01/09/2021,-4.4,1.12,5.12,-1.92,2,0
01/10/2021,6.63,-2.7,-0.53,1.71,-1.54,0
01/11/2021,-1.58,-1.7,-0.37,7.19,1.7,0
01/12/2021,3.24,-0.78,3.25,4.88,4.29,0.01
01/01/2022,-6.15,-4.01,12.86,0.77,7.73,0
01/02/2022,-2.28,2.86,3.06,-2.03,3.03,0
01/03/2022,3.08,-2.11,-1.9,-1.5,3.21,0
01/04/2022,-9.41,-0.35,6.18,3.41,5.92,0
01/05/2022,-0.33,-0.03,8.44,1.55,3.95,0.03
01/06/2022,-8.4,1.33,-6,1.76,-4.58,0.06
01/07/2022,9.57,1.78,-4.15,0.77,-6.85,0.08
01/08/2022,-3.77,1.48,0.18,-4.74,1.32,0.19
01/09/2022,-9.34,-0.98,0.03,-1.33,-0.77,0.19
01/10/2022,7.86,1.81,7.97,3.27,6.43,0.23
01/11/2022,4.69,-2.75,1.48,6.29,3.15,0.29
01/12/2022,-6.38,-0.2,1.34,0.34,4.28,0.33
01/01/2023,6.6,4.4,-3.94,-2.44,-4.43,0.35
01/02/2023,-2.57,0.57,-0.8,0.99,-1.51,0.34
01/03/2023,2.49,-6.89,-9.05,2.27,-2.1,0.36
01/04/2023,0.63,-2.57,-0.12,2.41,2.85,0.35
01/05/2023,0.33,-0.43,-7.79,-1.78,-7.08,0.36
01/06/2023,6.46,1.28,-0.13,2.31,-1.54,0.4
01/07/2023,3.21,2.86,4.06,-0.59,0.66,0.45
01/08/2023,-2.36,-3.64,-1.15,3.33,-2.37,0.45
01/09/2023,-5.23,-1.77,1.5,1.85,-0.75,0.43
01/10/2023,-3.15,-4.03,0.2,2.41,-0.72,0.47
01/11/2023,8.88,-0.21,1.67,-3.73,-1.08,0.44
01/12/2023,4.85,7.25,4.89,-2.94,1.26,0.43
01/01/2024,0.73,-5.7,-2.38,0.64,-0.95,0.47
01/02/2024,5.07,-0.84,-3.43,-2.03,-2.21,0.42
01/03/2024,2.84,-1.2,4.16,1.32,1.14,0.43
01/04/2024,-4.65,-2.6,-0.45,1.15,-0.34,0.47
01/05/2024,4.32,0.57,-1.31,3.21,-2.9,0.44
01/06/2024,2.8,-4.32,-3.36,0.56,-1.79,0.41
01/07/2024,1.22,8.33,5.57,0.26,0.27,0.45
01/08/2024,1.61,-3.57,-1.13,0.75,0.79,0.48
01/09/2024,1.73,-0.91,-2.73,0.19,-0.25,0.4
01/10/2024,-1,-0.86,0.91,-1.49,1.02,0.39
01/11/2024,6.49,4.63,0.38,-2.27,-1.93,0.4
01/12/2024,-3.16,-3.82,-2.97,1.88,-1.2,0.37
01/01/2025,2.8,-1.23,1.76,-2.35,-3.22,0.37
01/02/2025,-2.43,-4.88,4.84,1.07,3.09,0.33
01/03/2025,-6.39,-1.47,2.87,2.09,-0.46,0.34
01/04/2025,-0.84,-1.83,-3.29,-2.83,-2.59,0.35
01/05/2025,6.06,-0.77,-2.81,1.29,2.48,0.38
01/06/2025,4.86,-0.08,-1.43,-3.19,1.38,0.34
01/07/2025,1.98,-0.13,-1.28,-0.24,-2.04,0.34
01/08/2025,1.84,4.81,4.44,-0.74,1.99,0.38
01/09/2025,3.39,-2.24,-0.93,-2.15,-2.24,0.33
01/10/2025,1.96,-1.62,-2.76,-5.8,-4.04,0.37
01/11/2025,-0.13,1.62,3.62,1.66,0.62,0.3
01/12/2025,-0.36,-0.17,2.36,0.38,0.39,0.34
01/01/2026,1.03,3.21,3.82,1.8,1.81,0.3
01/02/2026,-1.18,0.74,2.71,1.91,5.04,0.28
01/03/2026,-5.18,0.66,3.41,-2.08,-0.1,0.29
01/04/2026,9.95,0.38,-1.17,-4.3,-3.78,0.29
01/05/2026,4.91,-2.77,-2.16,-8.42,-1.4,0.31
01/06/2026,-1.07,4.58,3.34,-4.64,3.46,0.29
